CASE_ID,WRKFLW_TSK_MAP_GROUPED,WRKFLW_TSK_MAP_DETAILED,PATH_CRDATETIME,time_used_str,time_used_second
1034720|382304|595455,AR - Created - Other,AR - Created - Assessment information (Coursework) (1),14/9/2018 14:38:31,0 days 0 hours 0 minutes 54 seconds,54.0
1034720|382304|595455,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,14/9/2018 14:39:25,152 days 0 hours 42 minutes 26 seconds,13135346.0
1034720|382304|595455,Defer,Defer,13/2/2019 15:21:51,NA,0.0
1110498|479274|735167,Release Offer,Release Offer,16/5/2019 15:38:32,9 days 6 hours 28 minutes 1 seconds,800881.0
1110498|479274|735167,Accept,Accept,25/5/2019 22:06:33,NA,0.0
1021374|372858|581409,Release Offer,Release Offer,15/8/2018 11:56:24,NA,0.0
1027704|369135|575961,Release Offer,Release Offer,28/8/2018 13:16:53,1 days 1 hours 40 minutes 51 seconds,92451.0
1027704|369135|575961,Assessment Decision - Qualified,Assessment Decision - Qualified,29/8/2018 14:57:44,0 days 0 hours 0 minutes 52 seconds,52.0
1027704|369135|575961,Assessment Decision - Qualified,Assessment Decision - Qualified,29/8/2018 14:58:36,26 days 7 hours 27 minutes 33 seconds,2273253.0
1027704|369135|575961,Accept,Accept,24/9/2018 22:26:09,NA,0.0
1105143|473407|726500,Release Offer,Release Offer,11/5/2019 12:35:30,NA,0.0
1045755|392141|610470,Release Offer,Release Offer,12/10/2018 14:27:08,49 days 10 hours 50 minutes 30 seconds,4272630.0
1045755|392141|610470,Accept,Accept,1/12/2018 1:17:38,NA,0.0
722408|378330|589526,Release Offer,Release Offer,10/9/2018 16:54:17,94 days 19 hours 33 minutes 40 seconds,8192020.0
722408|378330|589526,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,14/12/2018 12:27:57,170 days 23 hours 59 minutes 52 seconds,14774392.0
722408|378330|589526,Defer,Defer,3/6/2019 12:27:49,NA,0.0
960006|404758|627917,Release Offer,Release Offer,13/10/2018 14:13:38,12 days 1 hours 20 minutes 58 seconds,1041658.0
960006|404758|627917,Accept,Accept,25/10/2018 15:34:36,NA,0.0
70289|574074|874352,Release Offer,Release Offer,24/1/2020 16:08:02,3 days 4 hours 43 minutes 40 seconds,276220.0
70289|574074|874352,Accept,Accept,27/1/2020 20:51:42,NA,0.0
358736|430948|667405,Release Offer,Release Offer,4/1/2019 11:51:10,NA,0.0
1069136|427820|662838,Release Offer,Release Offer,7/1/2019 12:41:22,NA,0.0
1069136|427063|661781,Release Offer,Release Offer,3/1/2019 16:14:02,NA,0.0
1168534|560047|856798,Release Offer,Release Offer,10/1/2020 10:39:51,25 days 2 hours 12 minutes 28 seconds,2167948.0
1168534|560047|856798,Accept,Accept,4/2/2020 12:52:19,NA,0.0
1022190|362029|564420,Release Offer,Release Offer,18/7/2018 10:30:26,54 days 7 hours 3 minutes 37 seconds,4691017.0
1022190|362029|564420,Accept,Accept,10/9/2018 17:34:03,NA,0.0
1020768|360055|561313,Release Offer,Release Offer,1/8/2018 10:54:09,3 days 10 hours 38 minutes 21 seconds,297501.0
1020768|360055|561313,Accept,Accept,4/8/2018 21:32:30,NA,0.0
1111707|486687|747236,Release Offer,Release Offer,1/7/2019 14:18:28,5 days 20 hours 37 minutes 13 seconds,506233.0
1111707|486687|747236,Manage Acceptance,Manage Acceptance,7/7/2019 10:55:41,0 days 0 hours 0 minutes 0 seconds,0.0
1111707|486687|747236,Accept,Accept,7/7/2019 10:55:41,NA,0.0
1153045|537241|822220,Release Offer,Release Offer,11/12/2019 10:37:20,1 days 2 hours 55 minutes 8 seconds,96908.0
1153045|537241|822220,Accept,Accept,12/12/2019 13:32:28,NA,0.0
598587|551464|843738,Release Offer,Release Offer,17/12/2019 13:06:30,3 days 6 hours 15 minutes 14 seconds,281714.0
598587|551464|843738,Accept,Accept,20/12/2019 19:21:44,NA,0.0
1164683|554758|848506,Release Offer,Release Offer,7/1/2020 14:54:02,1 days 6 hours 51 minutes 55 seconds,111115.0
1164683|554758|848506,Accept,Accept,8/1/2020 21:45:57,NA,0.0
1064645|452175|694913,Release Offer,Release Offer,15/5/2019 16:35:30,NA,0.0
1100720|468316|719285,Release Offer,Release Offer,11/5/2019 14:47:23,NA,0.0
1152919|538301|823869,Release Offer,Release Offer,2/11/2019 16:22:47,19 days 20 hours 55 minutes 50 seconds,1716950.0
1152919|538301|823869,AR - Satisfied - application details,AR - Satisfied - Current enrolment at the University of Melbourne,22/11/2019 13:18:37,0 days 0 hours 0 minutes 5 seconds,5.0
1152919|538301|823869,AR - Satisfied - GAM,AR - Satisfied - Graduate Access Melbourne,22/11/2019 13:18:42,0 days 0 hours 0 minutes 26 seconds,26.0
1152919|538301|823869,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,22/11/2019 13:19:08,0 days 0 hours 0 minutes 6 seconds,6.0
1152919|538301|823869,AR - Satisfied - advanced standing,AR - Satisfied - Advanced Standing,22/11/2019 13:19:14,0 days 0 hours 0 minutes 28 seconds,28.0
1152919|538301|823869,OC - Satisfied - Other,OC - Satisfied - English language requirements,22/11/2019 13:19:42,NA,0.0
1052275|402830|625246,Release Offer,Release Offer,8/12/2018 15:13:43,3 days 20 hours 7 minutes 7 seconds,331627.0
1052275|402830|625246,OC - Satisfied - Other,OC - Satisfied - English language requirements,12/12/2018 11:20:50,0 days 0 hours 1 minutes 57 seconds,117.0
1052275|402830|625246,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,12/12/2018 11:22:47,28 days 23 hours 56 minutes 15 seconds,2505375.0
1052275|402830|625246,Decline,Decline,10/1/2019 11:19:02,0 days 0 hours 10 minutes 10 seconds,610.0
1052275|402830|625246,Restart Offer Workflow,Restart Offer Workflow,10/1/2019 11:29:12,0 days 0 hours 0 minutes 13 seconds,13.0
1052275|402830|625246,Release Offer,Release Offer,10/1/2019 11:29:25,7 days 6 hours 29 minutes 30 seconds,628170.0
1052275|402830|625246,Accept,Accept,17/1/2019 17:58:55,NA,0.0
1047787|394823|614448,Release Offer,Release Offer,7/12/2018 13:00:14,35 days 1 hours 9 minutes 25 seconds,3028165.0
1047787|394823|614448,AR - Satisfied - previous or current study,AR - Satisfied - Academic results for prior tertiary studies,11/1/2019 14:09:39,0 days 0 hours 5 minutes 47 seconds,347.0
1047787|394823|614448,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,11/1/2019 14:15:26,3 days 0 hours 48 minutes 4 seconds,262084.0
1047787|394823|614448,Accept,Accept,14/1/2019 15:03:30,NA,0.0
23412|429724|665689,Release Offer,Release Offer,7/1/2019 12:31:19,NA,0.0
1096529|464647|713765,Release Offer,Release Offer,14/5/2019 16:21:20,33 days 19 hours 45 minutes 39 seconds,2922339.0
1096529|464647|713765,Accept,Accept,17/6/2019 12:06:59,NA,0.0
1050700|413432|640900,Release Offer,Release Offer,4/2/2019 11:23:58,NA,0.0
1055577|407739|632403,Release Offer,Release Offer,14/11/2018 16:54:30,77 days 0 hours 20 minutes 1 seconds,6654001.0
1055577|407739|632403,Accept,Accept,30/1/2019 17:14:31,NA,0.0
1087645|451576|799884,Release Offer,Release Offer,20/9/2019 11:50:45,0 days 9 hours 59 minutes 44 seconds,35984.0
1087645|451576|799884,Accept,Accept,20/9/2019 21:50:29,NA,0.0
1179677|573921|874117,Release Offer,Release Offer,24/1/2020 16:11:56,1 days 0 hours 39 minutes 47 seconds,88787.0
1179677|573921|874117,Accept,Accept,25/1/2020 16:51:43,NA,0.0
768023|340351|531837,Release Offer,Release Offer,13/4/2018 10:25:41,241 days 4 hours 49 minutes 17 seconds,20839757.0
768023|340351|531837,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,10/12/2018 15:14:58,NA,0.0
1047400|394393|820632,Release Offer,Release Offer,18/10/2019 9:41:36,25 days 9 hours 14 minutes 53 seconds,2193293.0
1047400|394393|820632,Decline,Decline,12/11/2019 18:56:29,NA,0.0
920944|470892|722942,Release Offer,Release Offer,14/5/2019 16:07:29,61 days 20 hours 58 minutes 47 seconds,5345927.0
920944|470892|722942,Defer,Defer,15/7/2019 13:06:16,NA,0.0
1037307|381476|594195,Release Offer,Release Offer,17/10/2018 14:05:24,166 days 0 hours 45 minutes 42 seconds,14345142.0
1037307|381476|594195,Accept,Accept,1/4/2019 14:51:06,NA,0.0
1151455|534894|818655,Release Offer,Release Offer,5/11/2019 15:39:48,1 days 5 hours 36 minutes 41 seconds,106601.0
1151455|534894|818655,Accept,Accept,6/11/2019 21:16:29,NA,0.0
1065458|422005|653577,Release Offer,Release Offer,3/1/2019 15:41:20,27 days 23 hours 40 minutes 18 seconds,2418018.0
1065458|422005|653577,Decline,Decline,31/1/2019 15:21:38,NA,0.0
1026713|376034|586126,Release Offer,Release Offer,13/10/2018 10:45:11,NA,0.0
1114833|484364|743307,Release Offer,Release Offer,23/5/2019 9:22:23,37 days 13 hours 30 minutes 6 seconds,3245406.0
1114833|484364|743307,Manage Acceptance,Manage Acceptance,29/6/2019 22:52:29,0 days 0 hours 0 minutes 0 seconds,0.0
1114833|484364|743307,Accept,Accept,29/6/2019 22:52:29,NA,0.0
1048983|396358|616793,Release Offer,Release Offer,8/12/2018 14:29:38,NA,0.0
1077196|438473|677872,Release Offer,Release Offer,22/1/2019 15:53:09,4 days 19 hours 52 minutes 10 seconds,417130.0
1077196|438473|677872,Accept,Accept,27/1/2019 11:45:19,NA,0.0
1041367|386546|601958,Release Offer,Release Offer,27/9/2018 12:36:16,NA,0.0
1064696|420618|651836,Release Offer,Release Offer,8/12/2018 14:08:33,8 days 19 hours 39 minutes 19 seconds,761959.0
1064696|420618|651836,AR - Reviewed - ELR,AR - Reviewed - English language proficiency,17/12/2018 9:47:52,0 days 0 hours 0 minutes 45 seconds,45.0
1064696|420618|651836,OC - Requested - Other,OC - Requested - English language requirements,17/12/2018 9:48:37,NA,0.0
1036271|380202|592284,Release Offer,Release Offer,5/10/2018 11:04:22,36 days 3 hours 26 minutes 58 seconds,3122818.0
1036271|380202|592284,Decline,Decline,10/11/2018 14:31:20,NA,0.0
1052997|403664|626470,Release Offer,Release Offer,2/11/2018 11:42:16,NA,0.0
1038929|441085|681891,Release Offer,Release Offer,16/4/2019 17:42:38,0 days 0 hours 1 minutes 37 seconds,97.0
1038929|441085|681891,OC - Created - Other,OC - Created - English language requirements,16/4/2019 17:44:15,92 days 9 hours 56 minutes 7 seconds,7984567.0
1038929|441085|681891,Decline,Decline,18/7/2019 3:40:22,NA,0.0
1055577|472815|725661,Release Offer,Release Offer,16/5/2019 14:35:28,33 days 2 hours 35 minutes 17 seconds,2860517.0
1055577|472815|725661,Accept,Accept,18/6/2019 17:10:45,NA,0.0
684599|487447|748448,Release Offer,Release Offer,13/6/2019 12:50:25,0 days 1 hours 57 minutes 26 seconds,7046.0
684599|487447|748448,Accept,Accept,13/6/2019 14:47:51,NA,0.0
1034538|378000|589091,Release Offer,Release Offer,16/8/2018 9:00:08,0 days 5 hours 11 minutes 55 seconds,18715.0
1034538|378000|589091,Accept,Accept,16/8/2018 14:12:03,NA,0.0
1066003|422765|654738,Release Offer,Release Offer,3/1/2019 13:11:19,5 days 0 hours 28 minutes 15 seconds,433695.0
1066003|422765|654738,OC - Satisfied - Other,OC - Satisfied - English language requirements,8/1/2019 13:39:34,20 days 9 hours 40 minutes 1 seconds,1762801.0
1066003|422765|654738,Defer,Defer,28/1/2019 23:19:35,NA,0.0
1097690|464562|713616,Release Offer,Release Offer,13/5/2019 13:02:25,3 days 4 hours 14 minutes 43 seconds,274483.0
1097690|464562|713616,Accept,Accept,16/5/2019 17:17:08,NA,0.0
297088|452292|695077,Release Offer,Release Offer,10/5/2019 16:10:54,NA,0.0
1129836|503867|773292,Release Offer,Release Offer,19/9/2019 13:38:37,35 days 3 hours 17 minutes 25 seconds,3035845.0
1129836|503867|773292,Assessment Decision - Qualified,Assessment Decision - Qualified,24/10/2019 16:56:02,33 days 9 hours 3 minutes 48 seconds,2883828.0
1129836|503867|773292,Accept,Accept,27/11/2019 1:59:50,NA,0.0
1001877|336757|526956,Release Offer,Release Offer,16/4/2018 16:00:35,NA,0.0
1039192|383793|597709,Release Offer,Release Offer,27/9/2018 14:05:56,171 days 22 hours 55 minutes 39 seconds,14856939.0
1039192|383793|597709,Defer,Defer,18/3/2019 13:01:35,NA,0.0
1129906|503957|773436,Release Offer,Release Offer,15/10/2019 14:33:58,0 days 0 hours 0 minutes 12 seconds,12.0
1129906|503957|773436,PREPARE TO LOCK,PREPARE TO LOCK,15/10/2019 14:34:10,7 days 9 hours 12 minutes 19 seconds,637939.0
1129906|503957|773436,Accept,Accept,22/10/2019 23:46:29,NA,0.0
251229|456754|701419,Release Offer,Release Offer,25/2/2019 15:09:06,0 days 2 hours 17 minutes 1 seconds,8221.0
251229|456754|701419,Accept,Accept,25/2/2019 17:26:07,NA,0.0
1062725|427270|662103,Release Offer,Release Offer,4/1/2019 16:06:14,12 days 21 hours 38 minutes 55 seconds,1114735.0
1062725|427270|662103,Assessment Decision - Qualified,Assessment Decision - Qualified,17/1/2019 13:45:09,6 days 21 hours 26 minutes 40 seconds,595600.0
1062725|427270|662103,OC - Created - Other,OC - Created - Evidence of course completion,24/1/2019 11:11:49,23 days 17 hours 11 minutes 53 seconds,2049113.0
1062725|427270|662103,Decline,Decline,17/2/2019 4:23:42,NA,0.0
1066032|422994|655110,Release Offer,Release Offer,4/1/2019 15:51:59,3 days 18 hours 51 minutes 7 seconds,327067.0
1066032|422994|655110,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,8/1/2019 10:43:06,34 days 1 hours 14 minutes 10 seconds,2942050.0
1066032|422994|655110,Accept,Accept,11/2/2019 11:57:16,NA,0.0
1022348|362011|564389,Release Offer,Release Offer,14/6/2018 16:07:01,6 days 19 hours 48 minutes 26 seconds,589706.0
1022348|362011|564389,Defer,Defer,21/6/2018 11:55:27,NA,0.0
1058761|412208|639044,Release Offer,Release Offer,19/12/2018 10:02:57,9 days 11 hours 19 minutes 40 seconds,818380.0
1058761|412208|639044,Accept,Accept,28/12/2018 21:22:37,NA,0.0
857028|429692|665643,Release Offer,Release Offer,21/1/2019 14:54:39,NA,0.0
1058913|480018|736259,Release Offer,Release Offer,28/5/2019 10:07:07,225 days 8 hours 20 minutes 3 seconds,19470003.0
1058913|480018|736259,Decline,Decline,8/1/2020 18:27:10,NA,0.0
1007394|346044|540306,Release Offer,Release Offer,20/4/2018 10:43:55,30 days 5 hours 4 minutes 48 seconds,2610288.0
1007394|346044|540306,Accept,Accept,20/5/2018 15:48:43,NA,0.0
1128028|512080|785569,Release Offer,Release Offer,15/10/2019 11:21:23,3 days 23 hours 24 minutes 48 seconds,343488.0
1128028|512080|785569,Accept,Accept,19/10/2019 10:46:11,NA,0.0
1068969|426854|661435,Release Offer,Release Offer,17/4/2019 10:40:09,82 days 5 hours 35 minutes 42 seconds,7104942.0
1068969|426854|661435,Manage Acceptance,Manage Acceptance,8/7/2019 16:15:51,0 days 0 hours 0 minutes 0 seconds,0.0
1068969|426854|661435,Accept,Accept,8/7/2019 16:15:51,NA,0.0
1113797|486233|746517,Release Offer,Release Offer,4/7/2019 11:03:36,7 days 6 hours 51 minutes 55 seconds,629515.0
1113797|486233|746517,Decline,Decline,11/7/2019 17:55:31,3 days 22 hours 17 minutes 30 seconds,339450.0
1113797|486233|746517,OC - Reviewed - Other,OC - Reviewed - English language requirements,15/7/2019 16:13:01,NA,0.0
1067449|424909|657898,Release Offer,Release Offer,18/12/2018 11:36:07,38 days 3 hours 42 minutes 46 seconds,3296566.0
1067449|424909|657898,OC - Satisfied - Other,OC - Satisfied - English language requirements,25/1/2019 15:18:53,11 days 17 hours 53 minutes 8 seconds,1014788.0
1067449|424909|657898,Accept,Accept,6/2/2019 9:12:01,NA,0.0
888249|495555|760991,Release Offer,Release Offer,20/9/2019 9:53:38,3 days 0 hours 4 minutes 29 seconds,259469.0
888249|495555|760991,Accept,Accept,23/9/2019 9:58:07,NA,0.0
1001829|336678|526826,Release Offer,Release Offer,15/3/2018 14:03:10,0 days 0 hours 1 minutes 38 seconds,98.0
1001829|336678|526826,AR - Satisfied - ELR,AR - Satisfied - English language proficiency,15/3/2018 14:04:48,NA,0.0
1040164|385001|599630,Release Offer,Release Offer,9/10/2018 12:06:37,NA,0.0
935479|535381|819449,Release Offer,Release Offer,2/11/2019 14:41:06,88 days 6 hours 29 minutes 36 seconds,7626576.0
935479|535381|819449,Defer,Defer,29/1/2020 21:10:42,NA,0.0
757454|486380|746741,Release Offer,Release Offer,28/5/2019 16:31:58,NA,0.0
982703|311743|766648,Release Offer,Release Offer,15/7/2019 16:13:49,1 days 17 hours 17 minutes 15 seconds,148635.0
982703|311743|766648,Accept,Accept,17/7/2019 9:31:04,NA,0.0
1009714|346606|541152,Release Offer,Release Offer,15/3/2018 17:41:21,NA,0.0
1016250|354448|552701,Release Offer,Release Offer,7/6/2018 15:45:34,23 days 7 hours 13 minutes 58 seconds,2013238.0
1016250|354448|552701,Accept,Accept,30/6/2018 22:59:32,NA,0.0
1165286|555834|850078,Release Offer,Release Offer,19/12/2019 10:58:21,14 days 1 hours 15 minutes 46 seconds,1214146.0
1165286|555834|850078,Accept,Accept,2/1/2020 12:14:07,NA,0.0
1094186|460098|706686,Release Offer,Release Offer,11/5/2019 11:20:33,NA,0.0
846123|104356|320614,Release Offer,Release Offer,4/1/2017 13:20:30,0 days 7 hours 10 minutes 39 seconds,25839.0
846123|104356|320614,Accept,Accept,4/1/2017 20:31:09,NA,0.0
1033537|376798|587229,Release Offer,Release Offer,30/7/2018 11:29:27,23 days 20 hours 13 minutes 22 seconds,2060002.0
1033537|376798|587229,Defer,Defer,23/8/2018 7:42:49,NA,0.0
1147024|527784|808331,Release Offer,Release Offer,1/11/2019 15:44:57,0 days 0 hours 26 minutes 26 seconds,1586.0
1147024|527784|808331,Manage Acceptance,Manage Acceptance,1/11/2019 16:11:23,0 days 0 hours 0 minutes 0 seconds,0.0
1147024|527784|808331,Accept,Accept,1/11/2019 16:11:23,NA,0.0
1021374|367597|573577,Release Offer,Release Offer,12/7/2018 10:10:52,27 days 2 hours 4 minutes 2 seconds,2340242.0
1021374|367597|573577,Accept,Accept,8/8/2018 12:14:54,NA,0.0
1033710|376995|587501,Release Offer,Release Offer,1/8/2018 10:17:19,NA,0.0
984370|456211|700623,Release Offer,Release Offer,15/3/2019 10:18:57,5 days 0 hours 13 minutes 37 seconds,432817.0
984370|456211|700623,Accept,Accept,20/3/2019 10:32:34,NA,0.0
1064461|420298|651352,Release Offer,Release Offer,3/1/2019 12:29:25,0 days 7 hours 31 minutes 9 seconds,27069.0
1064461|420298|651352,Accept,Accept,3/1/2019 20:00:34,NA,0.0
1155275|540624|827296,Release Offer,Release Offer,4/12/2019 10:29:40,0 days 0 hours 5 minutes 30 seconds,330.0
1155275|540624|827296,Accept,Accept,4/12/2019 10:35:10,NA,0.0
1134649|510128|782697,Release Offer,Release Offer,15/10/2019 16:29:50,0 days 20 hours 9 minutes 57 seconds,72597.0
1134649|510128|782697,Manage Acceptance,Manage Acceptance,16/10/2019 12:39:47,0 days 0 hours 0 minutes 0 seconds,0.0
1134649|510128|782697,Accept,Accept,16/10/2019 12:39:47,NA,0.0
1061466|437555|676362,Release Offer,Release Offer,10/1/2019 14:12:26,6 days 22 hours 3 minutes 46 seconds,597826.0
1061466|437555|676362,Accept,Accept,17/1/2019 12:16:12,NA,0.0
1045654|392016|610294,Release Offer,Release Offer,20/11/2018 16:28:46,7 days 23 hours 57 minutes 44 seconds,691064.0
1045654|392016|610294,Accept,Accept,28/11/2018 16:26:30,NA,0.0
1105117|473362|726430,Release Offer,Release Offer,28/5/2019 13:37:13,NA,0.0
1035185|383696|597570,Release Offer,Release Offer,12/10/2018 12:07:07,NA,0.0
960824|535900|820254,Release Offer,Release Offer,5/11/2019 15:23:13,0 days 4 hours 18 minutes 17 seconds,15497.0
960824|535900|820254,Manage Acceptance,Manage Acceptance,5/11/2019 19:41:30,0 days 0 hours 0 minutes 0 seconds,0.0
960824|535900|820254,Accept,Accept,5/11/2019 19:41:30,NA,0.0
1013506|351321|548117,Release Offer,Release Offer,18/7/2018 9:23:58,NA,0.0
1034455|377916|588962,Release Offer,Release Offer,6/9/2018 10:41:44,NA,0.0
1032525|388168|604452,Release Offer,Release Offer,1/11/2018 11:12:11,0 days 0 hours 6 minutes 38 seconds,398.0
1032525|388168|604452,Accept,Accept,1/11/2018 11:18:49,NA,0.0
724576|379419|591120,Release Offer,Release Offer,6/9/2018 15:36:14,0 days 0 hours 0 minutes 9 seconds,9.0
724576|379419|591120,OC - Created - Other,OC - Created - Evidence of course completion,6/9/2018 15:36:23,0 days 19 hours 37 minutes 54 seconds,70674.0
724576|379419|591120,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,7/9/2018 11:14:17,24 days 0 hours 43 minutes 2 seconds,2076182.0
724576|379419|591120,Defer,Defer,1/10/2018 11:57:19,NA,0.0
1111137|480052|736308,Release Offer,Release Offer,28/5/2019 13:25:48,NA,0.0
1169670|561512|858729,Release Offer,Release Offer,30/1/2020 16:21:34,NA,0.0
1029502|371827|579839,Release Offer,Release Offer,8/8/2018 13:02:57,119 days 6 hours 50 minutes 27 seconds,10306227.0
1029502|371827|579839,Accept,Accept,5/12/2018 19:53:24,NA,0.0
1069286|427326|662193,Release Offer,Release Offer,7/1/2019 16:09:34,NA,0.0
1173669|562658|860248,Release Offer,Release Offer,13/1/2020 11:24:40,NA,0.0
382657|562314|859879,Release Offer,Release Offer,21/1/2020 10:58:17,1 days 3 hours 16 minutes 1 seconds,98161.0
382657|562314|859879,Accept,Accept,22/1/2020 14:14:18,NA,0.0
920944|436181|674549,Release Offer,Release Offer,8/1/2019 10:07:12,NA,0.0
1175308|568365|866548,Release Offer,Release Offer,13/1/2020 11:36:15,NA,0.0
1047760|394740|698184,Release Offer,Release Offer,31/1/2019 10:32:54,113 days 19 hours 44 minutes 48 seconds,9834288.0
1047760|394740|698184,Accept,Accept,25/5/2019 6:17:42,NA,0.0
669915|463836|712494,Release Offer,Release Offer,10/4/2019 17:13:01,11 days 20 hours 6 minutes 23 seconds,1022783.0
669915|463836|712494,Defer,Defer,22/4/2019 13:19:24,NA,0.0
1100739|468344|719324,Release Offer,Release Offer,21/5/2019 10:00:04,17 days 5 hours 24 minutes 12 seconds,1488252.0
1100739|468344|719324,Defer,Defer,7/6/2019 15:24:16,NA,0.0
1036655|390141|607482,Release Offer,Release Offer,23/10/2018 11:58:04,0 days 0 hours 0 minutes 13 seconds,13.0
1036655|390141|607482,OC - Created - Other,OC - Created - Evidence of course completion,23/10/2018 11:58:17,NA,0.0
1124629|496515|762552,Release Offer,Release Offer,11/9/2019 13:42:52,20 days 18 hours 19 minutes 32 seconds,1793972.0
1124629|496515|762552,Accept,Accept,2/10/2019 8:02:24,NA,0.0
1067527|425016|658044,Release Offer,Release Offer,5/2/2019 14:35:19,6 days 0 hours 20 minutes 22 seconds,519622.0
1067527|425016|658044,AR - Satisfied - further information,AR - Satisfied - Further information (1),11/2/2019 14:55:41,17 days 23 hours 15 minutes 47 seconds,1552547.0
1067527|425016|658044,OC - Not Satisfied - Other,OC - Not Satisfied - Evidence of course completion,1/3/2019 14:11:28,NA,0.0
1000727|431447|668147,Release Offer,Release Offer,7/1/2019 15:10:12,33 days 23 hours 18 minutes 47 seconds,2935127.0
1000727|431447|668147,Accept,Accept,10/2/2019 14:28:59,NA,0.0
1063956|419530|650202,Release Offer,Release Offer,14/12/2018 16:42:56,NA,0.0
1158782|546106|836113,Release Offer,Release Offer,3/12/2019 10:32:35,13 days 4 hours 48 minutes 3 seconds,1140483.0
1158782|546106|836113,Manage Acceptance,Manage Acceptance,16/12/2019 15:20:38,0 days 0 hours 0 minutes 0 seconds,0.0
1158782|546106|836113,Accept,Accept,16/12/2019 15:20:38,NA,0.0
84841|418611|648829,Release Offer,Release Offer,14/12/2018 16:50:12,60 days 22 hours 13 minutes 8 seconds,5263988.0
84841|418611|648829,Accept,Accept,13/2/2019 15:03:20,NA,0.0
1065110|423912|656407,Release Offer,Release Offer,11/12/2018 14:55:14,2 days 20 hours 50 minutes 1 seconds,247801.0
1065110|423912|656407,Accept,Accept,14/12/2018 11:45:15,NA,0.0
1098501|465601|715261,Release Offer,Release Offer,11/5/2019 10:47:30,20 days 6 hours 1 minutes 58 seconds,1749718.0
1098501|465601|715261,Decline,Decline,31/5/2019 16:49:28,NA,0.0
1091479|456543|701091,Release Offer,Release Offer,11/5/2019 13:36:01,NA,0.0
758639|264769|421918,Release Offer,Release Offer,13/11/2017 15:37:39,0 days 0 hours 4 minutes 23 seconds,263.0
758639|264769|421918,OC - Created - Other,OC - Created - Evidence of course completion,13/11/2017 15:42:02,18 days 23 hours 39 minutes 33 seconds,1640373.0
758639|264769|421918,OC - Satisfied - Other,OC - Satisfied - Evidence of course completion,2/12/2017 15:21:35,1 days 1 hours 22 minutes 38 seconds,91358.0
758639|264769|421918,Defer,Defer,3/12/2017 16:44:13,NA,0.0
961605|375543|585341,Release Offer,Release Offer,10/8/2018 16:16:25,28 days 0 hours 48 minutes 50 seconds,2422130.0
961605|375543|585341,Accept,Accept,7/9/2018 17:05:15,NA,0.0
1053575|405068|628340,Release Offer,Release Offer,2/1/2019 15:51:15,4 days 21 hours 45 minutes 31 seconds,423931.0
1053575|405068|628340,Accept,Accept,7/1/2019 13:36:46,NA,0.0
1041567|391082|608864,Release Offer,Release Offer,9/10/2018 13:31:38,0 days 0 hours 3 minutes 58 seconds,238.0
1041567|391082|608864,OC - Created - Other,OC - Created - Evidence of course completion,9/10/2018 13:35:36,73 days 14 hours 1 minutes 3 seconds,6357663.0
1041567|391082|608864,Accept,Accept,22/12/2018 3:36:39,NA,0.0
1078032|441013|681790,Release Offer,Release Offer,5/2/2019 13:50:24,21 days 0 hours 52 minutes 13 seconds,1817533.0
1078032|441013|681790,Decline,Decline,26/2/2019 14:42:37,NA,0.0
1110691|479481|735467,Release Offer,Release Offer,14/5/2019 17:01:00,NA,0.0
873791|484952|744345,Release Offer,Release Offer,23/5/2019 12:31:19,0 days 0 hours 0 minutes 56 seconds,56.0
873791|484952|744345,OC - Created - Other,OC - Created - English language requirements,23/5/2019 12:32:15,26 days 1 hours 54 minutes 15 seconds,2253255.0
873791|484952|744345,OC - Satisfied - Other,OC - Satisfied - English language requirements,18/6/2019 14:26:30,3 days 15 hours 52 minutes 31 seconds,316351.0
873791|484952|744345,Defer,Defer,22/6/2019 6:19:01,NA,0.0
1156691|542991|830966,Release Offer,Release Offer,21/11/2019 12:52:19,12 days 2 hours 26 minutes 12 seconds,1045572.0
1156691|542991|830966,Manage Acceptance,Manage Acceptance,3/12/2019 15:18:31,0 days 0 hours 0 minutes 0 seconds,0.0
1156691|542991|830966,Accept,Accept,3/12/2019 15:18:31,NA,0.0
1060549|417674|647399,Release Offer,Release Offer,8/12/2018 12:46:40,18 days 3 hours 14 minutes 45 seconds,1566885.0
1060549|417674|647399,Decline,Decline,26/12/2018 16:01:25,NA,0.0
389899|547897|838666,Release Offer,Release Offer,18/12/2019 9:27:32,12 days 0 hours 54 minutes 6 seconds,1040046.0
389899|547897|838666,OC - Satisfied - Other,OC - Satisfied - English language requirements,30/12/2019 10:21:38,0 days 10 hours 44 minutes 32 seconds,38672.0
389899|547897|838666,Accept,Accept,30/12/2019 21:06:10,NA,0.0
680712|407968|632745,Release Offer,Release Offer,14/11/2018 16:58:11,54 days 18 hours 57 minutes 48 seconds,4733868.0
680712|407968|632745,Defer,Defer,8/1/2019 11:55:59,NA,0.0
1108597|477482|732532,Release Offer,Release Offer,23/5/2019 10:52:08,2 days 0 hours 32 minutes 39 seconds,174759.0
