"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"116078","1100543|468122|719046","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"116103","936945|468124|719048","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"116126","1099945|468131|719058","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"116147","1100587|468163|719099","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"116173","1100587|468163|719100","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Not Assessed","Not Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116189","1100589|468165|719102","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116200","1100606|468181|719120","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Singapore","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"116217","1100607|468182|719121","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"116233","1100614|468188|719127","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"116255","1091544|468219|719161","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"116284","1091544|468219|719162","Temporary Entry Permit","No","Online Application","","","","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116300","1100654|468231|719177","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116313","1100654|468231|719178","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116326","1100660|468236|719183","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Costa Rica","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"116340","1100670|468252|719203","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Jordan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"116349","1100489|468266|719217","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116364","1100489|468266|719218","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"116374","1100702|468282|719243","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"116386","1100701|468286|719248","Temporary Entry Permit","No","Online Application","","Not Assessed","Not Successful","Canada","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116392","1054387|468290|719254","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"116411","1100730|468331|719302","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116423","1100740|468346|719329","Temporary Entry Permit","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"116449","1100761|468363|719352","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116462","860294|468369|719361","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"116498","1100784|468394|719397","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Jordan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116507","846262|468404|719410","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"116528","846262|468404|719411","Temporary Entry Permit","No","Online Application","","Qualified","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"116544","1100794|468409|719418","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Nigeria","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"116560","1100052|468416|719429","Temporary Entry Permit","No","Online Application","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116561","1100575|468484|719524","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Indonesia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"116575","1100575|468484|719525","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Indonesia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"116587","1100575|468484|719526","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","Indonesia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"116595","1077177|468494|719540","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"116615","1100870|468500|719548","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"116630","1098928|468545|719611","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","N"
"116645","1100967|468588|719669","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Start Year Intake","MCW","Y","","N"
"116662","1100995|468625|719721","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"116674","990333|468632|719733","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","","","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116688","827401|468654|719763","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"116705","1101019|468669|719784","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"116717","1101019|468669|719785","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116726","1052511|468674|719795","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"116746","1101032|468684|719806","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Hong Kong (SAR of China)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"116760","1101047|468705|719835","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2020","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"116783","797232|468728|719868","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116797","797232|468728|719869","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$RES","Y"
"116815","1101069|468733|719881","Temporary Entry Permit","No","Data Entry","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Indonesia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"116838","1101072|468737|719882","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"116854","1101073|468742|719887","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"116867","1101073|468742|719888","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","United States of America","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"116875","728841|468745|719890","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"116892","1090081|468746|719891","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116906","1101075|468747|719892","Temporary Entry Permit","No","Online Application","Masters CW","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","","","Y"
"116934","904751|468748|719893","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"116952","828456|468749|719894","Temporary Entry Permit","No","Online Application","","","","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"116960","860112|468757|719903","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"116982","1100815|468788|719940","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"117000","1100815|468788|719941","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","India","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117016","860261|468803|719960","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117043","964135|468805|719963","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"117060","860261|468810|719969","Temporary Entry Permit","No","Online Application","","","","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117068","1101148|468825|719989","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"117099","1101150|468827|719992","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"117119","1101152|468829|719998","Temporary Entry Permit","No","Online Application","","No Decision","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117141","825927|468860|720041","Temporary Entry Permit","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"117160","1101188|468861|720042","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"117180","799507|468865|720046","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"117200","799507|468865|720047","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"117212","1101197|468868|720052","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"117223","1099727|468872|720055","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Paraguay","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"117235","1031806|468944|720156","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Chile","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"117252","1035870|468958|720175","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"117264","1101295|468961|720182","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"117276","1101297|468965|720187","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"117295","1093539|459204|720188","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"117314","1101302|468971|720191","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"117330","1101309|468981|720198","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"117346","1101313|468984|720204","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"117374","1101322|469000|720231","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117386","1101324|469004|720236","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117397","1101332|469012|720253","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117421","1101339|469016|720263","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"117441","1101340|469017|720264","Temporary Entry Permit","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117465","1101343|469025|720280","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"117489","1101338|469026|720281","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"117505","1101346|469028|720283","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"117519","1101363|469058|720325","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"117535","1101319|469063|720331","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117546","1101371|469067|720335","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"117565","813560|469069|720337","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117580","1101379|469076|720346","Temporary Entry Permit","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"117581","1101367|469080|720353","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","United Arab Emirates","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"117590","1101367|469080|720354","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","United Arab Emirates","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117599","908439|469094|720384","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"117620","1101394|469098|720390","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"117635","1060090|469105|720399","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"117647","1101403|469111|720408","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Canada","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"117659","754400|469124|720422","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"117681","1101421|469127|720425","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117693","1024701|469128|720426","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"117710","1101422|469131|720429","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"117734","1101422|469131|720430","Temporary Entry Permit","No","Online Application","","No Decision","Higher Preference Successful","United States of America","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"117749","1101425|469132|720431","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"117773","1101426|469133|720432","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"117785","1101438|469145|720446","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117803","1101443|469146|720447","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117817","1101441|469147|720448","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"117831","1101453|469157|720464","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"117849","1011792|469179|720489","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"117884","900722|469200|720514","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"117905","900722|469200|720515","Temporary Entry Permit","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"117915","1055664|469201|720516","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"117946","1101505|469207|720524","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"117965","1101511|469216|720534","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"117976","1101514|469218|720536","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"117995","838172|469225|720549","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"118011","1101518|469228|720553","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"118032","1101542|469245|720574","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Not Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"118052","1101543|469246|720575","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"118065","1101544|469248|720578","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"118077","1101552|469255|720586","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","","","Saudi Arabia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"118092","1101559|469262|720593","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Thailand","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"118115","1101584|469293|720643","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
