"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"1","838396|92416|142450","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Chile","1","Engineering","STD","Y","2019","Start Year Intake","2017","Start Year Intake","MCW","Y","$ACC","N"
"37","735486|18758|144154","Temporary Entry Permit","Not Answered","Data Entry","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Mexico","1","Engineering","STD","Y","2019","Mid Year Intake","2017","Start Year Intake","MCW","Y","$DEF","N"
"45","849365|108527|175922","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"84","867540|133308|219738","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Peru","1","Engineering","STD","Y","2019","Mid Year Intake","2017","Start Year Intake","MCW","Y","$DEF","Y"
"100","869775|138052|226611","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","Y","2019","Start Year Intake","2017","Start Year Intake","MCW","Y","$DEF","Y"
"122","876317|147353|240257","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"139","877030|148481|242086","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"173","881903|154976|252372","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","Y","2019","Mid Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"192","889088|167923|272660","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Taiwan","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","Y"
"237","886739|169446|275153","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Chile","1","Engineering","STD","Y","2020","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"257","592823|182191|295383","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2017","Start Year Intake","MCW","Y","$DEF","N"
"271","901122|188050|305793","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"294","901999|189419|308013","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","N"
"306","884831|160379|310948","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","N"
"331","903284|191975|312182","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","Y"
"362","904057|192339|312744","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"390","906032|195454|317496","Temporary Entry Permit","No","External Agency Application Load","Masters CW","Qualified","Successful","Taiwan","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"419","888750|196888|319747","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Nigeria","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","Y"
"433","907942|198000|321651","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"466","909800|201624|326886","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","Y"
"500","904471|204903|330542","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Saudi Arabia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"525","921000|217919|347415","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Indonesia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"556","922200|219650|349782","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"585","923242|220981|351913","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Paraguay","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"599","924563|222765|354828","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Malaysia","1","Engineering","STD","Y","2019","Mid Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"617","925024|223521|356092","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"646","926059|224989|358479","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"689","926073|225002|358493","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"712","926573|225693|359607","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","Y"
"752","927432|226813|361409","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"783","927688|227148|361925","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Taiwan","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"814","927818|227351|362262","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"845","927837|227391|362318","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"874","928987|229152|365133","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"909","929202|229473|365663","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"921","929134|229624|365888","Temporary Entry Permit","No","Online Application","","Qualified","Successful","","2","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","","N"
"934","929860|230390|367162","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"969","930109|230751|367667","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"994","931010|232003|369676","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1027","925838|232580|370585","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Thailand","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","","N"
"1046","682708|232963|371196","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1068","932725|234396|373560","Temporary Entry Permit","No","External Agency Application Load","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"1079","932793|234504|373728","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"1108","933433|235354|374943","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Nigeria","2","Engineering","STD","Y","2019","Mid Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"1134","933433|235354|374946","Temporary Entry Permit","No","Online Application","","","","Nigeria","5","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1144","933956|236034|375971","Temporary Entry Permit","No","External Agency Application Load","","Qualified","Successful","","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1177","934293|236474|376591","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1208","934799|237071|377428","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1244","934934|237251|377721","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1273","935034|237362|377902","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1317","935209|237625|378319","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1348","935794|238404|379443","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","2","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","N"
"1379","936200|238944|380267","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"1415","936287|239084|380499","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Japan","1","Engineering","STD","Y","2019","Mid Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","N"
"1436","548127|239303|380857","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Chile","1","Engineering","STD","Y","2020","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"1453","936305|239304|380862","Temporary Entry Permit","No","Online Application","","","","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1464","936904|240016|381945","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Indonesia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"1497","516454|228652|384945","Temporary Entry Permit","No","Online Application","","No Decision","Successful","Australia","2","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","N"
"1524","938410|241801|385128","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1543","939529|243057|387178","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"1576","937321|243715|388239","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Brazil","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1597","941065|244905|390368","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$DEF","Y"
"1623","941198|245278|390984","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Saudi Arabia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1635","941376|245283|390990","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","No Outcome Set","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1652","941488|245416|391198","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"1684","942953|247505|394500","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Thailand","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"1722","943146|247853|395079","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Peru","1","Engineering","STD","Y","2020","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1742","943146|247853|395081","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Peru","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1751","944817|249744|398042","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1781","945692|250752|399582","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"1795","889423|168442|401497","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2017","Mid Year Intake","MCW","Y","$ACC","N"
"1830","828883|252298|401760","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1849","947539|253664|403947","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1878","947600|253739|404062","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"1894","743243|253865|404235","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1921","947785|253976|404424","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Indonesia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1926","947912|254190|404792","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Taiwan","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1935","947912|254190|404793","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","Taiwan","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$RES","N"
"1947","948070|254406|405128","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1984","932737|254494|405256","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Brazil","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2001","948710|255335|406628","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","","","Philippines","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"2011","948758|255405|406793","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2044","948831|255540|407038","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2070","949117|255954|407694","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2104","949365|256803|408672","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2142","949942|257498|409755","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"2176","949950|257506|409769","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2206","950357|258050|410591","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Taiwan","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"2239","951157|258940|412046","Temporary Entry Permit","No","Online Application","Higher Doctorate","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"2260","947971|259148|412399","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","","Y"
"2279","951511|259328|412693","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2313","951695|259581|413122","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2335","952136|260165|414112","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2356","952165|260210|414177","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2388","952254|260314|414334","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2428","947912|254190|414494","Temporary Entry Permit","No","Online Application","","Qualified","Higher Preference Successful","Taiwan","5","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2439","953014|261276|416053","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2475","953060|261320|416130","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2510","953137|261399|416266","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2537","953199|261495|416419","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2565","953235|261543|416497","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2590","953235|261559|416529","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2627","953568|261909|417133","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2660","953816|262234|417703","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2688","953982|262451|418082","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2706","952414|262593|418290","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Nigeria","1","Engineering","STD","Y","2020","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"2718","954515|263138|419243","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2749","954545|263168|419304","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Ireland","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"2768","954583|263208|419381","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Namibia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2792","954823|263520|419906","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2805","954883|263606|420048","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2020","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"2836","954900|263623|420073","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2874","954999|263750|420291","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
