"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"4897","1104905|473108|726077","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","United Kingdom","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"4912","1104890|473317|726361","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","India","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4923","1105117|473362|726430","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"4936","1105143|473407|726500","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","United Kingdom","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"4946","1105698|474081|727486","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"4954","1103842|474147|727584","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","India","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"4968","1103842|474147|727585","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Higher Preference Successful","India","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"4977","660857|474347|727887","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"4991","1093251|458931|728440","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Pakistan","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5000","927759|475045|728852","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"5015","1040850|475074|728893","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5022","1107293|475983|730193","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5033","830884|476337|730793","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5044","830884|476339|730796","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5056","281253|476538|731077","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","No Outcome Set","Pakistan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"5065","134448|476542|731081","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5073","1076747|476620|731205","Australian","Not Answered","Online Application","Grad Dip/Postgrad Dip","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5098","1076747|476620|731206","Australian","Not Answered","Online Application","","Qualified","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5109","832599|476717|731358","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5122","1108597|477482|732532","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Colombia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5135","1108816|477683|732826","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5152","741976|477777|732955","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5160","832797|478411|733948","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5168","813767|478572|734181","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Pakistan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","N"
"5186","660857|478710|734366","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","N","$RES","N"
"5198","1110447|479220|735089","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Canada","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"5210","1110447|479220|735090","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Canada","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5216","1110498|479274|735167","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","India","1","Engineering","STD","Y","2020","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"5241","702235|479390|735328","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5254","702235|479390|735330","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5267","1110691|479481|735467","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"5278","743304|471313|736176","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5293","1058913|480018|736259","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","Y"
"5310","1058913|480018|736260","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","Y","2020","Start Year Intake","2019","Mid Year Intake","MCW","","",""
"5319","1058913|480018|736262","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5328","1111137|480052|736308","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"5344","1111297|480227|736573","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5363","1111306|480248|736601","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5374","694579|480437|736914","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5381","1089995|480573|737193","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5396","1112137|481183|738111","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5404","855738|481191|738122","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5421","1112194|481642|738867","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Pakistan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5428","1112194|481665|738909","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Pakistan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5435","1112743|481938|739341","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Zimbabwe","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"5443","1112743|481938|739342","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Zimbabwe","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"5463","1112544|482220|739792","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Singapore","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"5478","1106442|482671|740564","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","United Kingdom","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"5486","1076294|482792|740753","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5496","1113797|483123|741280","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","No Outcome Set","Iran","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5502","1113797|483123|741281","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Iran","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5518","357763|483272|741539","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2020","Start Year Intake","PGD","Y","$DEF","N"
"5530","1113932|483313|741599","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"5552","1114684|484215|743082","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"5589","1114788|484316|743228","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5597","1114833|484364|743307","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Philippines","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","Y"
"5613","873791|484952|744345","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEF","Y"
"5626","873791|484952|744346","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5632","641437|484958|744358","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5642","1115442|485105|744588","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","India","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"5655","1018662|485340|744947","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5664","1115769|485466|745171","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","United Kingdom","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5670","1115769|485466|745172","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Not Successful","United Kingdom","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5675","1111297|480227|745804","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5687","1116137|485965|746117","Australian","No","Online Application","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5688","1116137|485965|746118","Australian","No","Online Application","","","","","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5689","1113797|486233|746517","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Iran","1","Engineering","STD","N","2019","Mid Year Intake","2020","Start Year Intake","MCW","Y","$DEC","N"
"5706","1113797|486233|746518","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Higher Preference Successful","Iran","2","Engineering","STD","N","2019","Mid Year Intake","2020","Start Year Intake","MCW","","","Y"
"5715","757454|486380|746741","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"5724","757454|486380|746742","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5730","1116512|486416|746788","Australian","No","Online Application","Masters CW","Qualified","Successful","Iran","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5743","1111707|486687|747236","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"5759","1111707|486687|747237","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"5764","1117215|487294|748191","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5771","684599|487447|748448","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$ACC","N"
"5790","1117344|487518|748567","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"5797","637931|487698|748863","Australian","No","Online Application","Grad Cert/Postgrad Cert","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5807","637931|487698|748864","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5816","1051435|488117|749535","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Philippines","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5824","1117605|488390|749984","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Malaysia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"5840","1093251|458931|750259","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Pakistan","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"5852","1120207|490640|753801","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5853","1120436|490900|754192","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"5878","1120600|491535|755121","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"5893","661368|492680|756846","Australian","No","Online Application","Masters CW","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"5902","1121993|492705|756882","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"5909","1122764|493818|758403","Australian","No","Online Application","","Qualified","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5916","1116432|494220|758982","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5926","1123169|494386|759206","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Pakistan","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5936","1051435|495398|760758","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Philippines","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"5944","888249|495555|760991","Permanent Resident (excl Humanitarian)","No","Online Application","Higher Doctorate","No Decision","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"5959","1124629|496515|762552","Australian","No","Online Application","Grad Dip/Postgrad Dip","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"5977","834579|497265|763633","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"5994","1125242|497408|763842","Permanent Resident (excl Humanitarian)","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"6016","854107|497508|763993","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"6025","1125321|497557|764055","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"6047","1125419|497683|764224","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","New Zealand","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6055","982703|311743|766648","Australian","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","GC","Y","$ACC","N"
"6067","762725|499334|766697","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6075","904907|499819|767433","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6087","1093159|500851|768798","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Turkey","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"6092","1093159|500849|768816","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Not Successful","Turkey","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"6104","1093159|500849|768817","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Not Successful","Turkey","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"6115","1093159|500849|768818","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Not Successful","Turkey","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"6127","758327|500966|769004","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6137","1045755|501046|769108","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","United Kingdom","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6147","1124743|501279|769447","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Not Qualified","Successful","United Kingdom","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEC","N"
"6167","1128107|501518|769785","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6184","215569|501835|770278","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","GC","","","N"
"6194","854035|502916|771862","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"6205","1111795|503247|772407","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Canada","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"6219","1105285|503490|772750","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"6230","1129836|503867|773292","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$RES","Y"
"6254","1129906|503957|773436","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Philippines","1","Engineering","GOM","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","$ACC","N"
"6276","1130311|504490|774221","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6289","1130311|504490|774223","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"6302","1130751|504985|774945","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","$ACC","N"
"6314","1130794|505056|775042","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","United Kingdom","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"6322","912174|506107|776645","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"6331","913908|506412|777062","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6338","1132012|506654|777406","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"6360","1129248|506904|777794","Australian","No","Online Application","","Not Assessed","Not Successful","New Zealand","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6367","835280|507105|778095","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6375","1132345|507110|778104","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6383","1132345|507110|778105","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6391","1131729|507215|778261","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6400","1132420|507235|778296","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","India","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"6417","1132166|507800|779193","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"6433","1132166|507800|779194","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6443","885532|508149|779756","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6453","1133127|508191|779818","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","$DEF","Y"
"6466","1129852|508725|780625","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6468","1133884|509151|781249","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Pakistan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"6481","1133884|509151|781250","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Pakistan","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
