"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"1025","640056|358140|558217","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1035","640056|358140|558219","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1044","761776|358476|558752","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"1075","1019640|358567|558907","New Zealander","No","Online Application","","","","","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"1076","1019802|358792|559241","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1095","1019802|358792|559242","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1114","832368|358826|559293","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","Y"
"1128","762028|358827|559294","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1143","756601|359009|559578","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1159","756601|359036|559612","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1168","756601|359043|559621","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1177","756601|359053|559633","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1187","756601|359056|559636","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1195","762497|359249|559945","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1208","370421|359353|560157","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1218","1020372|359573|560521","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1228","831945|359584|560533","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1245","1020605|359872|561008","Permanent Resident (excl Humanitarian)","No","Online Application","Grad Dip/Postgrad Dip","","","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1250","1020768|360055|561315","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"1260","834298|360066|561344","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"1279","758966|360139|561449","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1288","758966|360139|561450","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","N"
"1317","389845|360381|561803","Australian","No","Online Application","","Qualified","Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"1328","760494|360471|561931","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"1356","612327|360602|562141","New Zealander","Not Answered","Online Application","Masters CW","Qualified","Successful","New Zealand","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"1373","752478|361041|562850","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","Y"
"1389","1021564|361058|562876","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1409","1021564|361058|562877","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","No Outcome Set","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1422","1021592|361220|563121","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1441","831981|361282|563235","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1457","752561|361575|563691","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1480","793438|361592|563713","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1495","544483|361892|564201","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1504","816823|362198|564672","New Zealander","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Ineligible / Withdrawn","New Zealand","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"1517","761250|362656|565371","Australian","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1527","833200|362700|565446","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1553","790374|363161|566160","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"1569","790374|363161|566161","New Zealander","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1585","759141|363501|566737","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1601","1024154|364455|568297","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","N"
"1626","1024154|364455|568298","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1632","1024574|365025|569211","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","United Kingdom","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1639","1024574|365025|569212","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","United Kingdom","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"1646","227936|365516|570014","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1665","1025815|366554|571962","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1683","551017|366660|572143","Australian","No","Online Application","","Not Qualified","Not Successful","Singapore","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1689","551017|366660|572144","Australian","No","Online Application","","Not Qualified","Not Successful","Singapore","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1695","832784|366725|572240","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"1714","798751|366951|572595","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"1731","638581|367093|572812","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1747","1026141|367241|573035","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1758","586828|367313|573130","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1769","1024234|367598|573578","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","No Decision","Successful","Malaysia","1","Engineering","STD","Y","2020","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"1784","1026644|367739|573803","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1798","1026713|367806|573899","Australian","No","Online Application","Masters CW","No Decision","No Outcome Set","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","N"
"1811","834406|368072|574301","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1835","756523|368113|574368","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","Y"
"1849","1027059|368220|574563","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1862","830859|368383|574848","Australian","No","Online Application","","Not Qualified","Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
