Number of Workflow processes in this Workflow Segment,Number of cases,average time for workflow segment,median time for workflow segment,percentage of cases reaching to end of workflow segment,Num of Occurrences per step(descending),Average time spends per step(descending),average time for workflow segment(seconds),sum time for workflow segment(seconds)
1,835,0 days 0 hours 0 minutes 0 seconds,0.0 days 0.0 hours 0.0 minutes 0.0 seconds,0.0%,"[('Send for Assessment', 835)]",[],0,0.0
2,854,26 days 15 hours 4 minutes 24 seconds,15.0 days 18.0 hours 21.0 minutes 6.0 seconds,62.65%,"[('Send for Assessment', 855), ('Assessment Outcome - Successful', 281), ('Assessment Outcome - Not Successful', 254), ('Assessment Outcome - Higher Preference Successful', 127), ('End My Assessment', 37), ('AR - Satisfied - Other', 23)]","[('Send for Assessment', '26.0 days 14.0 hours 19.0 minutes 33.0 seconds')]",2300664,1964767743.0
3,2807,30 days 13 hours 9 minutes 23 seconds,18.0 days 22.0 hours 25.0 minutes 54.0 seconds,91.09%,"[('Send for Assessment', 2809), ('Assessment Outcome - Successful', 1804), ('Assessment Decision - Qualified', 1544), ('Assessment Outcome - Not Successful', 753), ('Assessment Decision - Not Qualified', 616), ('Acacdemic - Assessment Decision - Qualified', 166)]","[('AR - Satisfied - specialisation', '94.0 days 20.0 hours 32.0 minutes 13.0 seconds'), ('AR - Not Satisfied - ELR', '9.0 days 6.0 hours 32.0 minutes 21.0 seconds'), ('Acacdemic - Assessment Decision - No Decision', '9.0 days 16.0 hours 50.0 minutes 9.0 seconds'), ('AR - Satisfied - financial (sponsorship, scholarship etc)', '9.0 days 13.0 hours 27.0 minutes 41.0 seconds'), ('AR - Created - Other', '8.0 days 16.0 hours 36.0 minutes 11.0 seconds'), ('Acacdemic - Assessment Decision - Not Qualified', '8.0 days 1.0 hours 53.0 minutes 27.0 seconds'), ('Assessment Decision - No Decision', '7.0 days 23.0 hours 18.0 minutes 21.0 seconds'), ('AR - Satisfied - syllabus', '7.0 days 20.0 hours 19.0 minutes 16.0 seconds'), ('Assessment Decision - Qualified', '7.0 days 11.0 hours 0.0 minutes 32.0 seconds'), ('OC - Satisfied - Other', '6.0 days 8.0 hours 5.0 minutes 13.0 seconds'), ('Assessment Outcome - Ineligible / Withdrawn', '6.0 days 18.0 hours 8.0 minutes 23.0 seconds'), ('OC - Requested - Other', '56.0 days 23.0 hours 24.0 minutes 44.0 seconds'), ('AR - Satisfied - advanced standing', '44.0 days 14.0 hours 36.0 minutes 22.0 seconds'), ('AR - Satisfied - ELR', '4.0 days 3.0 hours 52.0 minutes 46.0 seconds'), ('Assessment Outcome - Higher Preference Successful', '35.0 days 14.0 hours 44.0 minutes 43.0 seconds'), ('End My Assessment', '33.0 days 0.0 hours 38.0 minutes 20.0 seconds'), ('AR - Created - previous or current study', '24.0 days 21.0 hours 1.0 minutes 46.0 seconds'), ('Send for Assessment', '21.0 days 13.0 hours 17.0 minutes 12.0 seconds'), ('AR - Requested - syllabus', '20.0 days 17.0 hours 31.0 minutes 4.0 seconds'), ('AR - Satisfied - previous or current study', '16.0 days 22.0 hours 10.0 minutes 9.0 seconds'), ('Put Assessment On-Hold', '15.0 days 9.0 hours 47.0 minutes 47.0 seconds'), ('AR - Satisfied - application details', '13.0 days 3.0 hours 22.0 minutes 13.0 seconds'), ('AR - Satisfied - agent', '13.0 days 20.0 hours 26.0 minutes 31.0 seconds'), ('Acacdemic - Assessment Decision - Qualified', '12.0 days 20.0 hours 20.0 minutes 34.0 seconds'), ('OC - Reviewed - Other', '11.0 days 10.0 hours 17.0 minutes 59.0 seconds'), ('AR - Satisfied - Other', '1.0 days 4.0 hours 44.0 minutes 28.0 seconds'), ('Assessment Decision - Not Qualified', '1.0 days 16.0 hours 19.0 minutes 43.0 seconds'), ('Back to Triage', '1.0 days 12.0 hours 0.0 minutes 46.0 seconds'), ('AR - Satisfied - work experience', '1.0 days 1.0 hours 4.0 minutes 31.0 seconds'), ('AR - Requested - Other', '0.0 days 23.0 hours 57.0 minutes 0.0 seconds'), ('OC - Created - Other', '0.0 days 20.0 hours 26.0 minutes 21.0 seconds'), ('AR - Created - advanced standing', '0.0 days 0.0 hours 4.0 minutes 56.0 seconds'), ('Assessment Decision - System Assessed', '0.0 days 0.0 hours 0.0 minutes 3.0 seconds'), ('Acacdemic - Assessment Outcome - Not Successful', '0.0 days 0.0 hours 0.0 minutes 21.0 seconds'), ('AR - Requested - previous or current study', '0.0 days 0.0 hours 0.0 minutes 15.0 seconds'), ('AR - Satisfied - further information', '0.0 days 0.0 hours 0.0 minutes 13.0 seconds')]",2639363,7408692747.0
4,2170,39 days 22 hours 5 minutes 52 seconds,27.0 days 9.0 hours 52.0 minutes 17.5 seconds,92.07%,"[('Send for Assessment', 2180), ('Assessment Decision - Qualified', 1676), ('Assessment Outcome - Successful', 1630), ('Acacdemic - Assessment Decision - Qualified', 672), ('OC - Created - Other', 581), ('Assessment Outcome - Not Successful', 368)]","[('AR - Created - further information', '8.0 days 6.0 hours 32.0 minutes 34.0 seconds'), ('Acacdemic - Assessment Decision - Not Qualified', '8.0 days 1.0 hours 10.0 minutes 4.0 seconds'), ('Assessment Decision - Qualified', '7.0 days 22.0 hours 59.0 minutes 40.0 seconds'), ('Assessment Decision - No Decision', '7.0 days 12.0 hours 44.0 minutes 9.0 seconds'), ('Acacdemic - Assessment Decision - Qualified', '6.0 days 20.0 hours 37.0 minutes 9.0 seconds'), ('Release Assessment Hold', '6.0 days 13.0 hours 30.0 minutes 48.0 seconds'), ('OC - Created - further information', '6.0 days 13.0 hours 28.0 minutes 52.0 seconds'), ('AR - Satisfied - application details', '6.0 days 11.0 hours 25.0 minutes 27.0 seconds'), ('AR - Created - applicant demographics', '59.0 days 12.0 hours 8.0 minutes 41.0 seconds'), ('Acacdemic - Assessment Decision - No Decision', '5.0 days 4.0 hours 52.0 minutes 16.0 seconds'), ('AR - Satisfied - syllabus', '5.0 days 3.0 hours 54.0 minutes 3.0 seconds'), ('AR - Reviewed - ELR', '5.0 days 23.0 hours 46.0 minutes 38.0 seconds'), ('AR - Satisfied - ELR', '5.0 days 17.0 hours 49.0 minutes 47.0 seconds'), ('Acacdemic - Assessment Outcome - No Outcome Set', '5.0 days 0.0 hours 6.0 minutes 48.0 seconds'), ('Assessment Outcome - Higher Preference Successful', '43.0 days 12.0 hours 32.0 minutes 5.0 seconds'), ('OC - Requested - Other', '4.0 days 6.0 hours 48.0 minutes 5.0 seconds'), ('Put Triage On-Hold', '4.0 days 1.0 hours 24.0 minutes 57.0 seconds'), ('Acacdemic - Assessment Decision - Interview Required', '36.0 days 16.0 hours 58.0 minutes 53.0 seconds'), ('OC - Created - applicant demographics', '30.0 days 0.0 hours 28.0 minutes 3.0 seconds'), ('OC - Created - Other', '3.0 days 7.0 hours 28.0 minutes 56.0 seconds'), ('AR - Not Satisfied - ELR', '3.0 days 13.0 hours 16.0 minutes 11.0 seconds'), ('AR - Satisfied - specialisation', '3.0 days 0.0 hours 5.0 minutes 26.0 seconds'), ('Back to Triage', '3.0 days 0.0 hours 21.0 minutes 57.0 seconds'), ('Assessment Outcome - Ineligible / Withdrawn', '29.0 days 19.0 hours 42.0 minutes 13.0 seconds'), ('AR - Satisfied - previous or current study', '25.0 days 9.0 hours 4.0 minutes 6.0 seconds'), ('AR - Satisfied - applicant demographics', '24.0 days 4.0 hours 36.0 minutes 43.0 seconds'), ('Send for Assessment', '20.0 days 13.0 hours 2.0 minutes 39.0 seconds'), ('AR - Satisfied - financial (sponsorship, scholarship etc)', '2.0 days 17.0 hours 19.0 minutes 45.0 seconds'), ('AR - Satisfied - agent', '17.0 days 17.0 hours 24.0 minutes 3.0 seconds'), ('End My Assessment', '17.0 days 14.0 hours 33.0 minutes 31.0 seconds'), ('Assessment Decision - System Assessed', '16.0 days 10.0 hours 1.0 minutes 20.0 seconds'), ('OC - Satisfied - Other', '15.0 days 21.0 hours 2.0 minutes 16.0 seconds'), ('AR - Created - Other', '13.0 days 19.0 hours 15.0 minutes 19.0 seconds'), ('Put Assessment On-Hold', '12.0 days 15.0 hours 48.0 minutes 5.0 seconds'), ('AR - Satisfied - advanced standing', '12.0 days 12.0 hours 0.0 minutes 33.0 seconds'), ('AR - Satisfied - further information', '11.0 days 21.0 hours 32.0 minutes 23.0 seconds'), ('AR - Created - previous or current study', '11.0 days 2.0 hours 18.0 minutes 32.0 seconds'), ('AR - Satisfied - entry points', '11.0 days 1.0 hours 59.0 minutes 38.0 seconds'), ('OC - Reviewed - Other', '10.0 days 2.0 hours 10.0 minutes 45.0 seconds'), ('AR - Satisfied - Other', '10.0 days 0.0 hours 6.0 minutes 29.0 seconds'), ('Assessment Decision - Not Qualified', '1.0 days 22.0 hours 57.0 minutes 49.0 seconds'), ('AR - Reviewed - previous or current study', '0.0 days 0.0 hours 3.0 minutes 11.0 seconds'), ('AR - Requested - syllabus', '0.0 days 0.0 hours 0.0 minutes 49.0 seconds'), ('AR - Requested - previous or current study', '0.0 days 0.0 hours 0.0 minutes 4.0 seconds'), ('AR - Requested - further information', '0.0 days 0.0 hours 0.0 minutes 33.0 seconds')]",3449152,7484660461.0
5,1568,45 days 20 hours 41 minutes 49 seconds,30.0 days 2.0 hours 15.0 minutes 11.5 seconds,91.33%,"[('Send for Assessment', 1594), ('Assessment Decision - Qualified', 1461), ('Assessment Outcome - Successful', 1198), ('Acacdemic - Assessment Decision - Qualified', 872), ('End My Assessment', 692), ('OC - Created - Other', 393)]","[('AR - Reviewed - further information', '9.0 days 23.0 hours 36.0 minutes 57.0 seconds'), ('OC - Created - further information', '9.0 days 10.0 hours 15.0 minutes 18.0 seconds'), ('Assessment Decision - No Decision', '8.0 days 8.0 hours 28.0 minutes 44.0 seconds'), ('AR - Created - Other', '8.0 days 5.0 hours 29.0 minutes 55.0 seconds'), ('AR - Satisfied - Other', '8.0 days 3.0 hours 26.0 minutes 13.0 seconds'), ('AR - Satisfied - syllabus', '7.0 days 21.0 hours 8.0 minutes 49.0 seconds'), ('Acacdemic - Assessment Decision - Not Qualified', '6.0 days 6.0 hours 51.0 minutes 28.0 seconds'), ('Assessment Decision - Qualified', '6.0 days 4.0 hours 41.0 minutes 6.0 seconds'), ('Put Triage On-Hold', '6.0 days 12.0 hours 59.0 minutes 27.0 seconds'), ('AR - Satisfied - work experience', '6.0 days 1.0 hours 9.0 minutes 39.0 seconds'), ('Assessment Outcome - Higher Preference Successful', '57.0 days 3.0 hours 39.0 minutes 35.0 seconds'), ('Release Assessment Hold', '5.0 days 21.0 hours 38.0 minutes 44.0 seconds'), ('AR - Not Satisfied - advanced standing', '48.0 days 0.0 hours 43.0 minutes 21.0 seconds'), ('AR - Satisfied - entry points', '40.0 days 23.0 hours 34.0 minutes 0.0 seconds'), ('AR - Satisfied - application details', '4.0 days 23.0 hours 42.0 minutes 4.0 seconds'), ('Assessment Decision - System Assessed', '4.0 days 20.0 hours 40.0 minutes 4.0 seconds'), ('AR - Created - further information', '4.0 days 2.0 hours 0.0 minutes 36.0 seconds'), ('Back to Triage', '4.0 days 17.0 hours 6.0 minutes 25.0 seconds'), ('AR - Not Satisfied - previous or current study', '3.0 days 23.0 hours 51.0 minutes 34.0 seconds'), ('Acacdemic - Assessment Decision - Qualified', '3.0 days 11.0 hours 47.0 minutes 34.0 seconds'), ('AR - Reviewed - agent', '27.0 days 0.0 hours 22.0 minutes 4.0 seconds'), ('Cancel Referral', '25.0 days 7.0 hours 6.0 minutes 9.0 seconds'), ('Assessment Outcome - Ineligible / Withdrawn', '24.0 days 3.0 hours 8.0 minutes 17.0 seconds'), ('AR - Satisfied - agent', '22.0 days 3.0 hours 39.0 minutes 39.0 seconds'), ('AR - Satisfied - ELR', '21.0 days 4.0 hours 1.0 minutes 14.0 seconds'), ('AR - Created - advanced standing', '2.0 days 4.0 hours 27.0 minutes 43.0 seconds'), ('OC - Created - Other', '2.0 days 23.0 hours 12.0 minutes 49.0 seconds'), ('OC - Requested - Other', '2.0 days 15.0 hours 2.0 minutes 8.0 seconds'), ('Put Assessment On-Hold', '19.0 days 23.0 hours 30.0 minutes 32.0 seconds'), ('Send for Assessment', '18.0 days 10.0 hours 59.0 minutes 43.0 seconds'), ('AR - Satisfied - previous or current study', '16.0 days 12.0 hours 28.0 minutes 35.0 seconds'), ('AR - Requested - ELR', '14.0 days 2.0 hours 8.0 minutes 15.0 seconds'), ('Acacdemic - Assessment Decision - No Decision', '14.0 days 10.0 hours 26.0 minutes 30.0 seconds'), ('OC - Satisfied - Other', '13.0 days 6.0 hours 41.0 minutes 50.0 seconds'), ('AR - Satisfied - specialisation', '13.0 days 2.0 hours 39.0 minutes 42.0 seconds'), ('AR - Satisfied - further information', '13.0 days 15.0 hours 35.0 minutes 59.0 seconds'), ('AR - Not Satisfied - ELR', '12.0 days 7.0 hours 10.0 minutes 59.0 seconds'), ('End My Assessment', '12.0 days 15.0 hours 31.0 minutes 23.0 seconds'), ('OC - Reviewed - Other', '11.0 days 2.0 hours 42.0 minutes 4.0 seconds'), ('AR - Satisfied - advanced standing', '10.0 days 16.0 hours 5.0 minutes 39.0 seconds'), ('AR - Satisfied - applicant demographics', '10.0 days 12.0 hours 10.0 minutes 31.0 seconds'), ('AR - Satisfied - financial (sponsorship, scholarship etc)', '1.0 days 4.0 hours 19.0 minutes 4.0 seconds'), ('Assessment Decision - Not Qualified', '1.0 days 18.0 hours 47.0 minutes 53.0 seconds'), ('Assessment Decision - Not Assessed', '1.0 days 12.0 hours 53.0 minutes 52.0 seconds'), ('AR - Requested - further information', '0.0 days 4.0 hours 32.0 minutes 9.0 seconds'), ('AR - Created - applicant demographics', '0.0 days 23.0 hours 53.0 minutes 37.0 seconds'), ('AR - Reviewed - advanced standing', '0.0 days 22.0 hours 55.0 minutes 50.0 seconds'), ('Create Offer', '0.0 days 13.0 hours 45.0 minutes 21.0 seconds'), ('AR - Requested - Other', '0.0 days 0.0 hours 4.0 minutes 19.0 seconds'), ('AR - Reviewed - entry points', '0.0 days 0.0 hours 31.0 minutes 43.0 seconds'), ('Release Triage Hold', '0.0 days 0.0 hours 1.0 minutes 43.0 seconds'), ('Acacdemic - Assessment Outcome - Not Successful', '0.0 days 0.0 hours 1.0 minutes 18.0 seconds'), ('AR - Requested - applicant demographics', '0.0 days 0.0 hours 1.0 minutes 15.0 seconds'), ('AR - Requested - entry points', '0.0 days 0.0 hours 1.0 minutes 13.0 seconds'), ('Acacdemic - Assessment Outcome - Successful', '0.0 days 0.0 hours 0.0 minutes 8.0 seconds'), ('AR - Created - previous or current study', '0.0 days 0.0 hours 0.0 minutes 58.0 seconds'), ('AR - Requested - syllabus', '0.0 days 0.0 hours 0.0 minutes 55.0 seconds'), ('AR - Requested - previous or current study', '0.0 days 0.0 hours 0.0 minutes 34.0 seconds')]",3962509,6213214629.0
6,779,53 days 4 hours 43 minutes 27 seconds,36.0 days 22.0 hours 52.0 minutes 12.0 seconds,90.12%,"[('Assessment Decision - Qualified', 865), ('Send for Assessment', 813), ('Assessment Outcome - Successful', 583), ('Acacdemic - Assessment Decision - Qualified', 467), ('End My Assessment', 394), ('Assessment Decision - No Decision', 282)]","[('AR - Satisfied - work experience', '8.0 days 7.0 hours 31.0 minutes 56.0 seconds'), ('Back to Triage', '7.0 days 14.0 hours 0.0 minutes 53.0 seconds'), ('AR - Satisfied - advanced standing', '6.0 days 23.0 hours 29.0 minutes 28.0 seconds'), ('Assessment Decision - Qualified', '6.0 days 2.0 hours 53.0 minutes 56.0 seconds'), ('AR - Reviewed - agent', '6.0 days 1.0 hours 22.0 minutes 58.0 seconds'), ('Assessment Decision - No Decision', '6.0 days 0.0 hours 25.0 minutes 13.0 seconds'), ('OC - Reviewed - Other', '5.0 days 5.0 hours 26.0 minutes 48.0 seconds'), ('AR - Satisfied - Other', '5.0 days 15.0 hours 32.0 minutes 53.0 seconds'), ('AR - Created - applicant demographics', '5.0 days 13.0 hours 0.0 minutes 54.0 seconds'), ('Assessment Outcome - Higher Preference Successful', '45.0 days 1.0 hours 30.0 minutes 4.0 seconds'), ('Acacdemic - Assessment Decision - Not Qualified', '4.0 days 4.0 hours 46.0 minutes 24.0 seconds'), ('AR - Created - Other', '4.0 days 22.0 hours 40.0 minutes 14.0 seconds'), ('Release Assessment Hold', '4.0 days 18.0 hours 31.0 minutes 34.0 seconds'), ('Assessment Outcome - Ineligible / Withdrawn', '4.0 days 10.0 hours 22.0 minutes 36.0 seconds'), ('Acacdemic - Assessment Decision - Qualified', '3.0 days 9.0 hours 38.0 minutes 54.0 seconds'), ('AR - Satisfied - further information', '3.0 days 21.0 hours 59.0 minutes 17.0 seconds'), ('AR - Satisfied - application details', '3.0 days 14.0 hours 12.0 minutes 12.0 seconds'), ('OC - Created - Other', '3.0 days 10.0 hours 40.0 minutes 47.0 seconds'), ('AR - Satisfied - specialisation', '25.0 days 17.0 hours 54.0 minutes 3.0 seconds'), ('AR - Satisfied - previous or current study', '23.0 days 21.0 hours 46.0 minutes 28.0 seconds'), ('AR - Not Satisfied - ELR', '2.0 days 19.0 hours 26.0 minutes 49.0 seconds'), ('Put Assessment On-Hold', '18.0 days 7.0 hours 24.0 minutes 51.0 seconds'), ('OC - Not Satisfied - Other', '17.0 days 11.0 hours 28.0 minutes 37.0 seconds'), ('Send for Assessment', '17.0 days 1.0 hours 23.0 minutes 23.0 seconds'), ('AR - Satisfied - agent', '16.0 days 19.0 hours 1.0 minutes 9.0 seconds'), ('AR - Satisfied - syllabus', '15.0 days 1.0 hours 33.0 minutes 47.0 seconds'), ('AR - Satisfied - applicant demographics', '15.0 days 1.0 hours 25.0 minutes 25.0 seconds'), ('OC - Satisfied - Other', '14.0 days 18.0 hours 12.0 minutes 19.0 seconds'), ('End My Assessment', '12.0 days 23.0 hours 18.0 minutes 53.0 seconds'), ('AR - Reviewed - ELR', '12.0 days 22.0 hours 47.0 minutes 9.0 seconds'), ('Acacdemic - Assessment Decision - No Decision', '11.0 days 8.0 hours 45.0 minutes 47.0 seconds'), ('Put Triage On-Hold', '11.0 days 3.0 hours 47.0 minutes 2.0 seconds'), ('AR - Satisfied - entry points', '11.0 days 2.0 hours 20.0 minutes 14.0 seconds'), ('AR - Created - further information', '11.0 days 17.0 hours 58.0 minutes 1.0 seconds'), ('Assessment Decision - System Assessed', '11.0 days 16.0 hours 58.0 minutes 35.0 seconds'), ('AR - Satisfied - ELR', '10.0 days 17.0 hours 29.0 minutes 9.0 seconds'), ('Assessment Decision - Not Qualified', '1.0 days 5.0 hours 15.0 minutes 53.0 seconds'), ('AR - Requested - further information', '1.0 days 11.0 hours 28.0 minutes 55.0 seconds'), ('AR - Created - syllabus', '0.0 days 3.0 hours 3.0 minutes 4.0 seconds'), ('Create Offer', '0.0 days 21.0 hours 59.0 minutes 42.0 seconds'), ('AR - Created - specialisation', '0.0 days 19.0 hours 29.0 minutes 15.0 seconds'), ('AR - Requested - advanced standing', '0.0 days 0.0 hours 2.0 minutes 6.0 seconds'), ('AR - Not Satisfied - advanced standing', '0.0 days 0.0 hours 2.0 minutes 4.0 seconds'), ('AR - Reviewed - advanced standing', '0.0 days 0.0 hours 19.0 minutes 40.0 seconds'), ('AR - Satisfied - financial (sponsorship, scholarship etc)', '0.0 days 0.0 hours 0.0 minutes 5.0 seconds'), ('AR - Reviewed - specialisation', '0.0 days 0.0 hours 0.0 minutes 5.0 seconds'), ('AR - Requested - agent', '0.0 days 0.0 hours 0.0 minutes 39.0 seconds'), ('Acacdemic - Assessment Outcome - Not Successful', '0.0 days 0.0 hours 0.0 minutes 32.0 seconds'), ('AR - Created - previous or current study', '0.0 days 0.0 hours 0.0 minutes 25.0 seconds'), ('Acacdemic - Assessment Outcome - Successful', '0.0 days 0.0 hours 0.0 minutes 24.0 seconds'), ('AR - Requested - previous or current study', '0.0 days 0.0 hours 0.0 minutes 18.0 seconds'), ('AR - Reviewed - syllabus', '0.0 days 0.0 hours 0.0 minutes 16.0 seconds'), ('AR - Reviewed - entry points', '0.0 days 0.0 hours 0.0 minutes 16.0 seconds'), ('Release Triage Hold', '0.0 days 0.0 hours 0.0 minutes 13.0 seconds')]",4596207,3580445691.0
7,431,67 days 8 hours 50 minutes 12 seconds,45.0 days 2.0 hours 35.0 minutes 44.0 seconds,80.74%,"[('Assessment Decision - Qualified', 509), ('Send for Assessment', 481), ('Assessment Outcome - Successful', 291), ('Assessment Decision - No Decision', 236), ('Acacdemic - Assessment Decision - Qualified', 199), ('End My Assessment', 190)]","[('Assessment Outcome - Ineligible / Withdrawn', '8.0 days 20.0 hours 54.0 minutes 24.0 seconds'), ('OC - Requested - Other', '8.0 days 2.0 hours 37.0 minutes 48.0 seconds'), ('OC - Satisfied - Other', '7.0 days 11.0 hours 29.0 minutes 10.0 seconds'), ('AR - Not Satisfied - ELR', '6.0 days 4.0 hours 3.0 minutes 35.0 seconds'), ('AR - Satisfied - entry points', '6.0 days 11.0 hours 7.0 minutes 54.0 seconds'), ('Assessment Decision - No Decision', '5.0 days 3.0 hours 53.0 minutes 21.0 seconds'), ('Acacdemic - Assessment Decision - Not Qualified', '5.0 days 3.0 hours 42.0 minutes 37.0 seconds'), ('AR - Satisfied - further information', '5.0 days 16.0 hours 42.0 minutes 56.0 seconds'), ('Assessment Decision - Qualified', '5.0 days 0.0 hours 5.0 minutes 59.0 seconds'), ('AR - Created - further information', '4.0 days 2.0 hours 0.0 minutes 12.0 seconds'), ('Back to Triage', '4.0 days 14.0 hours 6.0 minutes 32.0 seconds'), ('Assessment Outcome - Higher Preference Successful', '32.0 days 19.0 hours 52.0 minutes 34.0 seconds'), ('Acacdemic - Assessment Decision - Qualified', '3.0 days 16.0 hours 4.0 minutes 34.0 seconds'), ('AR - Satisfied - ELR', '24.0 days 4.0 hours 59.0 minutes 44.0 seconds'), ('AR - Requested - further information', '2.0 days 23.0 hours 3.0 minutes 33.0 seconds'), ('AR - Satisfied - financial (sponsorship, scholarship etc)', '2.0 days 20.0 hours 17.0 minutes 54.0 seconds'), ('OC - Created - Other', '2.0 days 13.0 hours 59.0 minutes 50.0 seconds'), ('AR - Satisfied - advanced standing', '19.0 days 8.0 hours 56.0 minutes 0.0 seconds'), ('AR - Satisfied - agent', '19.0 days 3.0 hours 56.0 minutes 31.0 seconds'), ('OC - Reviewed - Other', '18.0 days 9.0 hours 29.0 minutes 13.0 seconds'), ('Put Assessment On-Hold', '18.0 days 15.0 hours 23.0 minutes 42.0 seconds'), ('AR - Satisfied - specialisation', '16.0 days 9.0 hours 45.0 minutes 46.0 seconds'), ('Acacdemic - Assessment Decision - No Decision', '16.0 days 4.0 hours 40.0 minutes 41.0 seconds'), ('Release Assessment Hold', '16.0 days 4.0 hours 15.0 minutes 35.0 seconds'), ('Put Triage On-Hold', '16.0 days 20.0 hours 2.0 minutes 8.0 seconds'), ('AR - Satisfied - Other', '15.0 days 3.0 hours 55.0 minutes 35.0 seconds'), ('Send for Assessment', '15.0 days 20.0 hours 35.0 minutes 31.0 seconds'), ('AR - Satisfied - applicant demographics', '15.0 days 0.0 hours 3.0 minutes 38.0 seconds'), ('AR - Satisfied - previous or current study', '13.0 days 3.0 hours 44.0 minutes 21.0 seconds'), ('End My Assessment', '13.0 days 21.0 hours 31.0 minutes 50.0 seconds'), ('OC - Created - further information', '12.0 days 2.0 hours 6.0 minutes 19.0 seconds'), ('AR - Reviewed - agent', '11.0 days 3.0 hours 27.0 minutes 33.0 seconds'), ('AR - Satisfied - syllabus', '11.0 days 0.0 hours 26.0 minutes 37.0 seconds'), ('AR - Created - Other', '10.0 days 21.0 hours 2.0 minutes 28.0 seconds'), ('AR - Satisfied - work experience', '1.0 days 17.0 hours 12.0 minutes 30.0 seconds'), ('AR - Not Satisfied - syllabus', '0.0 days 5.0 hours 37.0 minutes 6.0 seconds'), ('Provide Response', '0.0 days 23.0 hours 52.0 minutes 9.0 seconds'), ('Assessment Decision - Not Qualified', '0.0 days 17.0 hours 36.0 minutes 20.0 seconds'), ('Assessment Decision - Not Assessed', '0.0 days 16.0 hours 48.0 minutes 58.0 seconds'), ('Assessment Decision - System Assessed', '0.0 days 11.0 hours 47.0 minutes 34.0 seconds'), ('AR - Created - previous or current study', '0.0 days 0.0 hours 6.0 minutes 43.0 seconds'), ('AR - Satisfied - application details', '0.0 days 0.0 hours 58.0 minutes 2.0 seconds'), ('AR - Requested - previous or current study', '0.0 days 0.0 hours 4.0 minutes 50.0 seconds'), ('AR - Not Satisfied - work experience', '0.0 days 0.0 hours 2.0 minutes 15.0 seconds'), ('Close Referral', '0.0 days 0.0 hours 17.0 minutes 38.0 seconds'), ('Acacdemic - Assessment Outcome - Not Successful', '0.0 days 0.0 hours 1.0 minutes 49.0 seconds'), ('OC - Awaiting External Response - Other', '0.0 days 0.0 hours 1.0 minutes 33.0 seconds'), ('AR - Reviewed - application details', '0.0 days 0.0 hours 1.0 minutes 24.0 seconds'), ('Send Referral', '0.0 days 0.0 hours 1.0 minutes 24.0 seconds'), ('AR - Created - advanced standing', '0.0 days 0.0 hours 1.0 minutes 12.0 seconds'), ('AR - Created - specialisation', '0.0 days 0.0 hours 0.0 minutes 9.0 seconds'), ('AR - Requested - Other', '0.0 days 0.0 hours 0.0 minutes 9.0 seconds'), ('AR - Requested - syllabus', '0.0 days 0.0 hours 0.0 minutes 45.0 seconds'), ('AR - Created - work experience', '0.0 days 0.0 hours 0.0 minutes 25.0 seconds'), ('AR - Requested - specialisation', '0.0 days 0.0 hours 0.0 minutes 19.0 seconds'), ('AR - Created - applicant demographics', '0.0 days 0.0 hours 0.0 minutes 18.0 seconds'), ('Release Triage Hold', '0.0 days 0.0 hours 0.0 minutes 11.0 seconds')]",5820612,2508684112.0
